,Leblanc_1920=rp141,Leblanc_1909=rp037
faisaient,5.398751808581856e-05,3.097845448490575e-05
faisait,0.0002915325976634202,0.00015489227242452874
faisant,2.1595007234327425e-05,4.646768172735862e-05
faisons,2.1595007234327425e-05,1.5489227242452876e-05
fait,0.0010581553544820438,0.001223648952153777
faite,0.00012957004340596455,0.00010842459069717012
faites,7.558252532014598e-05,0.00013940304518207587
faits,0.00014036754702312826,0.0003407629993339632
falaise,0.0003347226121320751,0.0003097845448490575
falaises,0.00010797503617163712,9.293536345471724e-05
fallait,0.00014036754702312826,0.00015489227242452874
fallut,2.1595007234327425e-05,7.744613621226437e-05
fameuse,2.1595007234327425e-05,4.646768172735862e-05
fameux,2.1595007234327425e-05,0.000123913817939623
familier,1.0797503617163712e-05,0.0
familière,3.239251085149114e-05,0.0
familières,2.1595007234327425e-05,0.0
famille,2.1595007234327425e-05,6.19569089698115e-05
familles,1.0797503617163712e-05,0.0
fanatiques,1.0797503617163712e-05,0.0
fantaisie,5.398751808581856e-05,0.0
fantaisies,1.0797503617163712e-05,0.0
fantaisistes,1.0797503617163712e-05,1.5489227242452876e-05
fantasque,1.0797503617163712e-05,0.0
fantastique,3.239251085149114e-05,3.097845448490575e-05
fantastiques,4.319001446865485e-05,0.0
fantôme,2.1595007234327425e-05,0.0
fantômes,3.239251085149114e-05,0.0
faouët,0.00016196255425745567,0.0
farce,1.0797503617163712e-05,0.0
fardeau,1.0797503617163712e-05,1.5489227242452876e-05
farouche,3.239251085149114e-05,6.19569089698115e-05
fasse,1.0797503617163712e-05,0.0
fassent,1.0797503617163712e-05,0.0
fatal,3.239251085149114e-05,0.0
fatale,1.0797503617163712e-05,0.0
fatalement,1.0797503617163712e-05,1.5489227242452876e-05
fatidique,6.478502170298228e-05,0.0
fatidiques,1.0797503617163712e-05,0.0
fatigue,5.398751808581856e-05,0.0
fatigueras,1.0797503617163712e-05,0.0
fatigué,1.0797503617163712e-05,4.646768172735862e-05
fatras,1.0797503617163712e-05,0.0
faucille,3.239251085149114e-05,0.0
faucilles,1.0797503617163712e-05,0.0
faudra,4.319001446865485e-05,7.744613621226437e-05
faudrait,6.478502170298228e-05,6.19569089698115e-05
fausses,1.0797503617163712e-05,0.0
faut,0.0009069903038417518,0.0006660367714254736
faute,5.398751808581856e-05,4.646768172735862e-05
fautes,1.0797503617163712e-05,1.5489227242452876e-05
fauteuil,2.1595007234327425e-05,4.646768172735862e-05
fauteuils,1.0797503617163712e-05,3.097845448490575e-05
fauté,1.0797503617163712e-05,0.0
fauve,1.0797503617163712e-05,3.097845448490575e-05
faux,5.398751808581856e-05,0.0001703814996669816
faveur,3.239251085149114e-05,4.646768172735862e-05
favorable,1.0797503617163712e-05,0.0
favorables,1.0797503617163712e-05,3.097845448490575e-05
favoris,1.0797503617163712e-05,0.0
favorisé,2.1595007234327425e-05,0.0
façade,5.398751808581856e-05,1.5489227242452876e-05
façon,0.0003347226121320751,0.000247827635879246
façonnée,1.0797503617163712e-05,0.0
femme,0.001090547865333535,0.0004182091355462276
femmes,0.0005398751808581856,6.19569089698115e-05
fendait,1.0797503617163712e-05,0.0
fendue,1.0797503617163712e-05,0.0
fente,4.319001446865485e-05,1.5489227242452876e-05
fentes,1.0797503617163712e-05,1.5489227242452876e-05
fenêtre,0.00024834258319476535,0.0004336983627886805
fenêtres,9.71775325544734e-05,0.00018587072690943448
fer,0.00014036754702312826,0.00023233840863679312
fera,4.319001446865485e-05,4.646768172735862e-05
ferai,2.1595007234327425e-05,3.097845448490575e-05
ferais,2.1595007234327425e-05,1.5489227242452876e-05
ferait,1.0797503617163712e-05,0.0
feriez,1.0797503617163712e-05,0.0
ferma,6.478502170298228e-05,7.744613621226437e-05
fermait,2.1595007234327425e-05,3.097845448490575e-05
fermant,1.0797503617163712e-05,3.097845448490575e-05
ferme,2.1595007234327425e-05,0.0002633168631216989
fermement,3.239251085149114e-05,0.0
ferment,1.0797503617163712e-05,0.0
fermerait,1.0797503617163712e-05,0.0
fermeté,1.0797503617163712e-05,0.0
fermons,2.1595007234327425e-05,0.0
fermé,3.239251085149114e-05,3.097845448490575e-05
fermée,4.319001446865485e-05,9.293536345471724e-05
fermées,2.1595007234327425e-05,0.0
fermés,1.0797503617163712e-05,0.0
ferons,1.0797503617163712e-05,0.0
ferraille,1.0797503617163712e-05,0.0
ferrand,2.1595007234327425e-05,0.0
ferveur,1.0797503617163712e-05,0.0
feu,0.0002915325976634202,0.0002633168631216989
feuillage,1.0797503617163712e-05,0.0
feuille,0.00011877253978880082,0.0001703814996669816
feuilles,0.00011877253978880082,0.00010842459069717012
feuilleta,1.0797503617163712e-05,1.5489227242452876e-05
feuillets,2.1595007234327425e-05,0.0
feux,6.478502170298228e-05,3.097845448490575e-05
fiancé,1.0797503617163712e-05,0.0
fiancée,2.1595007234327425e-05,0.0
fiançailles,1.0797503617163712e-05,1.5489227242452876e-05
ficelle,2.1595007234327425e-05,6.19569089698115e-05
ficelé,2.1595007234327425e-05,1.5489227242452876e-05
ficelée,2.1595007234327425e-05,0.0
ficelées,1.0797503617163712e-05,1.5489227242452876e-05
ficelés,1.0797503617163712e-05,3.097845448490575e-05
fiche,2.1595007234327425e-05,3.097845448490575e-05
fichez,1.0797503617163712e-05,0.0
fichtre,3.239251085149114e-05,7.744613621226437e-05
fichu,2.1595007234327425e-05,3.097845448490575e-05
fichus,2.1595007234327425e-05,1.5489227242452876e-05
fichée,2.1595007234327425e-05,0.0
fidèle,5.398751808581856e-05,0.0
fidèles,1.0797503617163712e-05,0.0
fier,1.0797503617163712e-05,1.5489227242452876e-05
fierté,2.1595007234327425e-05,1.5489227242452876e-05
figure,0.00024834258319476535,0.0001703814996669816
figures,2.1595007234327425e-05,0.0
fil,2.1595007234327425e-05,6.19569089698115e-05
fila,1.0797503617163712e-05,6.19569089698115e-05
filaient,1.0797503617163712e-05,0.0
filait,3.239251085149114e-05,3.097845448490575e-05
file,2.1595007234327425e-05,3.097845448490575e-05
filer,4.319001446865485e-05,1.5489227242452876e-05
fileras,1.0797503617163712e-05,0.0
fille,0.0002699375904290928,0.0006040798624556621
fillette,1.0797503617163712e-05,1.5489227242452876e-05
film,4.319001446865485e-05,0.0
filons,2.1595007234327425e-05,1.5489227242452876e-05
fils,0.001867968125769322,0.00038723068106132183
filtra,1.0797503617163712e-05,1.5489227242452876e-05
filtrait,1.0797503617163712e-05,1.5489227242452876e-05
filtrent,1.0797503617163712e-05,0.0
filtrer,1.0797503617163712e-05,0.0
filé,1.0797503617163712e-05,1.5489227242452876e-05
fin,0.00024834258319476535,0.0002942953176066046
finalement,2.1595007234327425e-05,0.0
finesses,1.0797503617163712e-05,1.5489227242452876e-05
fini,0.00023754507957760165,0.00013940304518207587
finir,6.478502170298228e-05,1.5489227242452876e-05
finira,1.0797503617163712e-05,0.0
finissait,2.1595007234327425e-05,3.097845448490575e-05
finissent,1.0797503617163712e-05,0.0
finit,6.478502170298228e-05,9.293536345471724e-05
firent,4.319001446865485e-05,1.5489227242452876e-05
fis,1.0797503617163712e-05,1.5489227242452876e-05
fissure,4.319001446865485e-05,7.744613621226437e-05
fit,0.0010473578508648801,0.0010377782252443425
fixa,1.0797503617163712e-05,0.0
fixaient,1.0797503617163712e-05,0.0
fixait,1.0797503617163712e-05,0.0
fixe,3.239251085149114e-05,1.5489227242452876e-05
fixes,1.0797503617163712e-05,3.097845448490575e-05
fixé,2.1595007234327425e-05,3.097845448490575e-05
fixée,2.1595007234327425e-05,4.646768172735862e-05
fixées,1.0797503617163712e-05,0.0
fixés,5.398751808581856e-05,3.097845448490575e-05
fière,3.239251085149114e-05,0.0
fièrement,1.0797503617163712e-05,0.0
fièvre,6.478502170298228e-05,0.0
fiévreuse,1.0797503617163712e-05,0.0
flacon,3.239251085149114e-05,0.0
flair,1.0797503617163712e-05,0.0
flamboie,1.0797503617163712e-05,0.0
flambé,1.0797503617163712e-05,0.0
flambée,1.0797503617163712e-05,0.0
flamme,7.558252532014598e-05,1.5489227242452876e-05
flammes,8.63800289373097e-05,0.000123913817939623
flanc,2.1595007234327425e-05,1.5489227242452876e-05
flancher,1.0797503617163712e-05,0.0
flanché,2.1595007234327425e-05,0.0
flanelle,2.1595007234327425e-05,0.0
flaque,1.0797503617163712e-05,0.0
flattait,1.0797503617163712e-05,0.0
flatte,1.0797503617163712e-05,0.0
flegme,1.0797503617163712e-05,0.0
fleur,5.398751808581856e-05,0.0
fleuri,8.63800289373097e-05,0.0
fleurissaient,1.0797503617163712e-05,0.0
fleurissent,1.0797503617163712e-05,0.0
fleurs,0.0003023301012805839,6.19569089698115e-05
fleuve,1.0797503617163712e-05,6.19569089698115e-05
flot,3.239251085149114e-05,0.0
flots,1.0797503617163712e-05,1.5489227242452876e-05
flottaient,1.0797503617163712e-05,0.0
flottait,4.319001446865485e-05,3.097845448490575e-05
flux,1.0797503617163712e-05,0.0
flèche,0.0001835575614917831,4.646768172735862e-05
flèches,6.478502170298228e-05,0.0
fléau,6.478502170298228e-05,0.0
fléchi,1.0797503617163712e-05,0.0
fléchissaient,1.0797503617163712e-05,0.0
flétri,1.0797503617163712e-05,0.0
foi,0.00014036754702312826,0.000247827635879246
foin,1.0797503617163712e-05,0.0
fois,0.0010797503617163712,0.0009293536345471725
foisonnent,1.0797503617163712e-05,0.0
folie,0.00020515256872611053,9.293536345471724e-05
folle,0.00021595007234327424,3.097845448490575e-05
follets,1.0797503617163712e-05,0.0
folâtre,1.0797503617163712e-05,0.0
fonction,1.0797503617163712e-05,0.0
fonctionne,2.1595007234327425e-05,0.0
fonctionnerait,1.0797503617163712e-05,0.0
fond,0.0003779126266007299,0.0003097845448490575
fondaient,1.0797503617163712e-05,0.0
fonder,1.0797503617163712e-05,0.0
fondit,1.0797503617163712e-05,0.0
fonds,1.0797503617163712e-05,1.5489227242452876e-05
fondées,1.0797503617163712e-05,0.0
font,8.63800289373097e-05,6.19569089698115e-05
fontainebleau,6.478502170298228e-05,0.0
foraine,1.0797503617163712e-05,0.0
force,0.0001835575614917831,0.0002633168631216989
forcené,1.0797503617163712e-05,0.0
forces,0.00012957004340596455,0.00013940304518207587
forcé,2.1595007234327425e-05,1.5489227242452876e-05
forcément,3.239251085149114e-05,1.5489227242452876e-05
forfaits,2.1595007234327425e-05,1.5489227242452876e-05
forfanterie,1.0797503617163712e-05,0.0
forma,1.0797503617163712e-05,0.0
formaient,7.558252532014598e-05,6.19569089698115e-05
formait,7.558252532014598e-05,4.646768172735862e-05
formant,1.0797503617163712e-05,1.5489227242452876e-05
forme,0.00015116505064029196,0.000123913817939623
formelle,2.1595007234327425e-05,0.0
forment,1.0797503617163712e-05,1.5489227242452876e-05
former,1.0797503617163712e-05,0.0
formes,4.319001446865485e-05,1.5489227242452876e-05
formidable,4.319001446865485e-05,0.00020135995415188735
formidables,1.0797503617163712e-05,0.0
formule,1.0797503617163712e-05,0.0
formules,1.0797503617163712e-05,4.646768172735862e-05
formulé,1.0797503617163712e-05,0.0
formulés,1.0797503617163712e-05,0.0
formé,3.239251085149114e-05,7.744613621226437e-05
formée,1.0797503617163712e-05,1.5489227242452876e-05
formées,1.0797503617163712e-05,0.0
formés,1.0797503617163712e-05,0.0
fort,0.00023754507957760165,0.0006040798624556621
forte,0.00010797503617163712,7.744613621226437e-05
fortement,6.478502170298228e-05,1.5489227242452876e-05
fortes,1.0797503617163712e-05,1.5489227242452876e-05
fortifiait,1.0797503617163712e-05,0.0
fortifier,1.0797503617163712e-05,0.0
fortune,2.1595007234327425e-05,6.19569089698115e-05
forêt,3.239251085149114e-05,6.19569089698115e-05
forêts,1.0797503617163712e-05,3.097845448490575e-05
fou,0.00024834258319476535,0.000123913817939623
foudre,5.398751808581856e-05,0.0
fouesnant,1.0797503617163712e-05,0.0
fouette,1.0797503617163712e-05,0.0
fouetté,1.0797503617163712e-05,0.0
fougue,1.0797503617163712e-05,0.0
fouilla,1.0797503617163712e-05,0.0
fouille,1.0797503617163712e-05,0.0
fouillent,1.0797503617163712e-05,0.0
fouiller,1.0797503617163712e-05,4.646768172735862e-05
fouillera,1.0797503617163712e-05,0.0
foulant,1.0797503617163712e-05,0.0
foulard,1.0797503617163712e-05,0.0
foule,1.0797503617163712e-05,0.00010842459069717012
foulent,1.0797503617163712e-05,0.0
foulé,1.0797503617163712e-05,0.0
fournies,1.0797503617163712e-05,0.0
fournir,1.0797503617163712e-05,7.744613621226437e-05
fournira,1.0797503617163712e-05,0.0
fourniture,1.0797503617163712e-05,0.0
fourré,3.239251085149114e-05,1.5489227242452876e-05
fourrés,1.0797503617163712e-05,3.097845448490575e-05
fous,2.1595007234327425e-05,1.5489227242452876e-05
fox,1.0797503617163712e-05,0.0
fracas,6.478502170298228e-05,1.5489227242452876e-05
fractionnée,1.0797503617163712e-05,0.0
fragile,1.0797503617163712e-05,0.0
fragment,1.0797503617163712e-05,0.0
fragments,1.0797503617163712e-05,0.0
fraises,1.0797503617163712e-05,0.0
france,6.478502170298228e-05,0.0005266337262433978
franchement,4.319001446865485e-05,1.5489227242452876e-05
franchi,1.0797503617163712e-05,4.646768172735862e-05
franchie,1.0797503617163712e-05,0.0
franchir,3.239251085149114e-05,4.646768172735862e-05
franchirent,3.239251085149114e-05,1.5489227242452876e-05
franchise,2.1595007234327425e-05,0.0
franchissait,1.0797503617163712e-05,3.097845448490575e-05
franchit,3.239251085149114e-05,3.097845448490575e-05
francs,9.71775325544734e-05,4.646768172735862e-05
français,1.0797503617163712e-05,3.097845448490575e-05
française,1.0797503617163712e-05,6.19569089698115e-05
françois,0.0031312760489774763,7.744613621226437e-05
frappa,0.00010797503617163712,4.646768172735862e-05
frappaient,2.1595007234327425e-05,3.097845448490575e-05
frappais,1.0797503617163712e-05,0.0
frappait,5.398751808581856e-05,6.19569089698115e-05
frappe,2.1595007234327425e-05,1.5489227242452876e-05
frappent,3.239251085149114e-05,0.0
frapper,7.558252532014598e-05,6.19569089698115e-05
frappé,0.00011877253978880082,0.000123913817939623
frappée,4.319001446865485e-05,4.646768172735862e-05
frappés,2.1595007234327425e-05,0.0
frasques,1.0797503617163712e-05,0.0
fraîches,1.0797503617163712e-05,1.5489227242452876e-05
fraîcheur,2.1595007234327425e-05,0.0
fredonnée,1.0797503617163712e-05,0.0
frisons,1.0797503617163712e-05,0.0
frisson,1.0797503617163712e-05,4.646768172735862e-05
frissonna,2.1595007234327425e-05,1.5489227242452876e-05
frissonnant,4.319001446865485e-05,1.5489227242452876e-05
frissonnante,2.1595007234327425e-05,0.0
frissonne,1.0797503617163712e-05,0.0
frissonnement,1.0797503617163712e-05,1.5489227242452876e-05
frissonner,1.0797503617163712e-05,0.0
froid,5.398751808581856e-05,4.646768172735862e-05
froidement,2.1595007234327425e-05,1.5489227242452876e-05
froissement,1.0797503617163712e-05,1.5489227242452876e-05
froissements,1.0797503617163712e-05,0.0
froisser,2.1595007234327425e-05,1.5489227242452876e-05
froissée,1.0797503617163712e-05,0.0
front,0.0001835575614917831,9.293536345471724e-05
frontière,2.1595007234327425e-05,0.0
fronça,1.0797503617163712e-05,0.0
frotta,2.1595007234327425e-05,3.097845448490575e-05
frottant,1.0797503617163712e-05,3.097845448490575e-05
frotte,1.0797503617163712e-05,0.0
frotter,1.0797503617163712e-05,0.0
fructueuse,1.0797503617163712e-05,0.0
frère,0.0001835575614917831,1.5489227242452876e-05
frères,1.0797503617163712e-05,3.097845448490575e-05
frémissais,1.0797503617163712e-05,0.0
frémissait,1.0797503617163712e-05,0.0
frémissante,7.558252532014598e-05,3.097845448490575e-05
frémissement,1.0797503617163712e-05,1.5489227242452876e-05
frénétique,1.0797503617163712e-05,0.0
frénétiquement,1.0797503617163712e-05,0.0
frétillant,1.0797503617163712e-05,0.0
frêle,1.0797503617163712e-05,3.097845448490575e-05
frôla,1.0797503617163712e-05,0.0
frôlé,1.0797503617163712e-05,0.0
fuchsia,1.0797503617163712e-05,0.0
fugitif,3.239251085149114e-05,7.744613621226437e-05
fugitifs,2.1595007234327425e-05,0.0
fugitive,2.1595007234327425e-05,0.0
fui,1.0797503617163712e-05,0.0
fuir,4.319001446865485e-05,0.0
fuite,0.00012957004340596455,3.097845448490575e-05
fumaient,1.0797503617163712e-05,0.0
fumiste,3.239251085149114e-05,0.0
fumée,2.1595007234327425e-05,3.097845448490575e-05
funambulesque,1.0797503617163712e-05,0.0
funeste,2.1595007234327425e-05,0.0
funèbre,2.1595007234327425e-05,0.0
funéraire,2.1595007234327425e-05,0.0
funéraires,3.239251085149114e-05,0.0
furent,0.00021595007234327424,0.00018587072690943448
fureur,4.319001446865485e-05,0.0
furie,1.0797503617163712e-05,0.0
furieux,2.1595007234327425e-05,3.097845448490575e-05
fus,4.319001446865485e-05,1.5489227242452876e-05
fusaient,1.0797503617163712e-05,0.0
fusant,1.0797503617163712e-05,0.0
fusil,5.398751808581856e-05,0.00010842459069717012
fusillées,1.0797503617163712e-05,0.0
fusils,4.319001446865485e-05,0.0
fussent,7.558252532014598e-05,3.097845448490575e-05
fusées,1.0797503617163712e-05,0.0
fut,0.0010689528580992075,0.0014869658152754759
fuyaient,1.0797503617163712e-05,0.0
fuyait,1.0797503617163712e-05,0.0
fuyants,1.0797503617163712e-05,0.0
fâcha,1.0797503617163712e-05,0.0
fâche,1.0797503617163712e-05,0.0
fâchés,1.0797503617163712e-05,0.0
fécondes,1.0797503617163712e-05,0.0
fée,1.0797503617163712e-05,0.0
féerique,1.0797503617163712e-05,0.0
fées,0.00022674757596043794,0.0
félicitez,1.0797503617163712e-05,0.0
féminine,2.1595007234327425e-05,0.0
féroce,1.0797503617163712e-05,3.097845448490575e-05
féroces,2.1595007234327425e-05,0.0
férocité,1.0797503617163712e-05,0.0
fétiche,1.0797503617163712e-05,0.0
fétichisme,1.0797503617163712e-05,0.0
fête,2.1595007234327425e-05,0.0
fêtes,1.0797503617163712e-05,0.0
fît,3.239251085149114e-05,0.0
fût,0.0003023301012805839,0.0004336983627886805
fûtes,2.1595007234327425e-05,0.0
gaffe,1.0797503617163712e-05,3.097845448490575e-05
gagna,3.239251085149114e-05,4.646768172735862e-05
gagnait,3.239251085149114e-05,0.0
gagnerons,1.0797503617163712e-05,1.5489227242452876e-05
gagnez,1.0797503617163712e-05,0.0
gagnèrent,1.0797503617163712e-05,0.0
gagné,3.239251085149114e-05,1.5489227242452876e-05
gaiement,1.0797503617163712e-05,6.19569089698115e-05
gaieté,2.1595007234327425e-05,3.097845448490575e-05
gaillard,4.319001446865485e-05,0.0
gaillards,2.1595007234327425e-05,3.097845448490575e-05
gaines,1.0797503617163712e-05,0.0
galop,2.1595007234327425e-05,3.097845448490575e-05
gambadait,1.0797503617163712e-05,0.0
gambadant,1.0797503617163712e-05,0.0
gamin,1.0797503617163712e-05,9.293536345471724e-05
gammée,2.1595007234327425e-05,0.0
garce,1.0797503617163712e-05,0.0
garda,7.558252532014598e-05,3.097845448490575e-05
gardaient,3.239251085149114e-05,0.0
gardait,9.71775325544734e-05,1.5489227242452876e-05
garde,0.00016196255425745567,0.00023233840863679312
gardent,3.239251085149114e-05,0.0
garder,8.63800289373097e-05,9.293536345471724e-05
garderai,1.0797503617163712e-05,0.0
garderas,1.0797503617163712e-05,0.0
gardien,2.1595007234327425e-05,1.5489227242452876e-05
gardiens,3.239251085149114e-05,1.5489227242452876e-05
gardons,1.0797503617163712e-05,0.0
gardèrent,1.0797503617163712e-05,0.0
gardé,4.319001446865485e-05,4.646768172735862e-05
gardée,1.0797503617163712e-05,0.0
gare,2.1595007234327425e-05,0.000123913817939623
